Question ID,Response Code,Response Label
Q903,1,Less than 1 clove or less than 1 teaspoon
Q903,2,1 to 2 cloves or 1 to 2 teaspoons
Q903,3,More than 2 cloves or more than 2 teaspoons
Q905,1,1 time in the past month
Q905,2,2-3 times in the past month
Q905,3,1 time per week
Q905,4,2 times per week
Q905,5,3-4 times per week
Q905,6,5-6 times per week
Q905,7,1 time per day
Q905,8,2 or more times per day
Q906,1,Less than  3/4 cup
Q906,2,3/4 to 1 3/4 cups
Q906,3,More than 1 3/4 cups
Q907,1,NEVER
Q907,2,1 time in the past month
Q907,3,2-3 times in the past month
Q907,4,1 time per week
Q907,5,2 times per week
Q907,6,3-4 times per week
Q907,7,5-6 times per week
Q907,8,1 time per day
Q907,9,2 or more times per day
Q908,1,Margarine (including low-fat)
Q908,2,Butter (including low-fat)
Q908,3,Olive oil
Q908,4,"Other kinds of oils (corn, canola, or rapeseed oil, etc.)"
Q909,1,Less than 1 teaspoon
Q909,2,1 to 2 teaspoons
Q909,3,More than 2 teaspoons
Q910,1,Less than 1 teaspoon
Q910,2,1 to 3 teaspoons
Q910,3,More than 3 teaspoons
Q911,1,NEVER
Q911,2,1 time in the past month
Q911,3,2-3 times in the past month
Q911,4,1-2 times per week
Q911,5,3-4 times per week
Q911,6,5-6 times per week
Q911,7,1 time per day
Q911,8,2 times per day
Q911,9,3 or more times per day
Q912,1,Margarine (including low-fat)
Q912,2,Butter (including low-fat)
Q912,3,Salad dressing (including low-fat or fat-free)
Q912,4,Other
Q913,1,Less than 1 teaspoon
Q913,2,1 to 2 teaspoons
Q913,3,More than 2 teaspoons
Q914,1,Less than 1 teaspoon
Q914,2,1 to 3 teaspoons
Q914,3,More than 3 teaspoons
Q916,1,1 time in the past month
Q916,2,2-3 times in the past month
Q916,3,1 time per week
Q916,4,2 times per week
Q916,5,3-4 times per week
Q916,6,5-6 times per week
Q916,7,1 time per day
Q916,8,2 or more times per day
Q917,1,Less than  1/2 cup
Q917,2,1/2 to 2 cups
Q917,3,More than 2 cups
Q918,1,Almost never or never
Q918,2,About  1/4 of the time
Q918,3,About  1/2 of the time
Q918,4,About  3/4 of the time
Q918,5,Almost always or always
Q920,1,1 time in the past month
Q920,2,2-3 times in the past month
Q920,3,1 time per week
Q920,4,2 times per week
Q920,5,3-4 times per week
Q920,6,5-6 times per week
Q920,7,1 time per day
Q920,8,2 or more times per day
Q921,1,Less than 1 tablespoon
Q921,2,1 to 3 tablespoons
Q921,3,More than 3 tablespoons
Q923,1,1 time in the past month
Q923,2,2-3 times in the past month
Q923,3,1 time per week
Q923,4,2 times per week
Q923,5,3-4 times per week
Q923,6,5-6 times per week
Q923,7,1 time per day
Q923,8,2 or more times per day
Q924,1,Less than 2 teaspoons
Q924,2,2 to 5 teaspoons
Q924,3,More than 5 teaspoons
Q926,1,1 time in the past month
Q926,2,2-3 times in the past month
Q926,3,1 time per week
Q926,4,2 times per week
Q926,5,3-4 times per week
Q926,6,5-6 times per week
Q926,7,1 time per day
Q926,8,2 or more times per day
Q927,1,Less than  1/4 tomato
Q927,2,1/4 to  1/2 tomato
Q927,3,More than  1/2 tomato
Q929,1,1 time in the past month
Q929,2,2-3 times in the past month
Q929,3,1 time per week
Q929,4,2 times per week
Q929,5,3-4 times per week
Q929,6,5-6 times per week
Q929,7,1 time per day
Q929,8,2 or more times per day
Q930,1,Less than 1 tablespoon
Q930,2,1 to 4 tablespoons
Q930,3,More than 4 tablespoons
Q932,1,1 time in the past month
Q932,2,2-3 times in the past month
Q932,3,1 time per week
Q932,4,2 times per week
Q932,5,3-4 times per week
Q932,6,5-6 times per week
Q932,7,1 time per day
Q932,8,2 or more times per day
Q933,1,Less than 1 teaspoon
Q933,2,1 to 4 teaspoons
Q933,3,More than 4 teaspoons
Q935,1,1 time in the past month
Q935,2,2-3 times in the past month
Q935,3,1 time per week
Q935,4,2 times per week
Q935,5,3-4 times per week
Q935,6,5-6 times per week
Q935,7,1 time per day
Q935,8,2 or more times per day
Q936,1,1 small potato or less than  1/4 cup
Q936,2,1 medium potato or  1/4 to  3/4 cup
Q936,3,1 large potato or more than  3/4 cup
Q938,1,1 time in the past month
Q938,2,2-3 times in the past month
Q938,3,1 time per week
Q938,4,2 times per week
Q938,5,3-4 times per week
Q938,6,5-6 times per week
Q938,7,1 time per day
Q938,8,2 or more times per day
Q939,1,Less than 10 fries or less than  1/2 cup
Q939,2,10 to 25 fries or  1/2 to 1 1/4 cup
Q939,3,More than 25 fries or more than 1 1/4 cup
Q941,1,1 time in the past month
Q941,2,2-3 times in the past month
Q941,3,1 time per week
Q941,4,2 times per week
Q941,5,3-4 times per week
Q941,6,5-6 times per week
Q941,7,1 time per day
Q941,8,2 or more times per day
Q942,1,Less than  1/2 cup
Q942,2,1/2 to  3/4 cup
Q942,3,More than  3/4 cup
Q944,1,1 time in the past month
Q944,2,2-3 times in the past month
Q944,3,1 time per week
Q944,4,2 times per week
Q944,5,3-4 times per week
Q944,6,5-6 times per week
Q944,7,1 time per day
Q944,8,2 or more times per day
Q945,1,1 small potato or less than  1/2 cup
Q945,2,1 medium potato or  1/2 to  3/4 cup
Q945,3,1 large potato or more than  3/4 cup
Q946,1,Almost never or never
Q946,2,About  1/4 of the time
Q946,3,About  1/2 of the time
Q946,4,About  3/4 of the time
Q946,5,Almost always or always
Q947,1,Almost never or never
Q947,2,About  1/4 of the time
Q947,3,About  1/2 of the time
Q947,4,About  3/4 of the time
Q947,5,Almost always or always
Q948,1,Less than 1 tablespoon
Q948,2,1 to 4 tablespoons
Q948,3,More than 4 tablespoons
Q949,1,Almost never or never
Q949,2,About  1/4 of the time
Q949,3,About  1/2 of the time
Q949,4,About  3/4 of the time
Q949,5,Almost always or always
Q950,1,Almost never or never
Q950,2,About  1/4 of the time
Q950,3,About  1/2 of the time
Q950,4,About  3/4 of the time
Q950,5,Almost always or always
Q951,1,Less than 1 teaspoon
Q951,2,1 to 3 teaspoons
Q951,3,More than 3 teaspoons
Q953,1,1 time in the past month
Q953,2,2-3 times in the past month
Q953,3,1 time per week
Q953,4,2 times per week
Q953,5,3-4 times per week
Q953,6,5-6 times per week
Q953,7,1 time per day
Q953,8,2 or more times per day
Q954,1,Less than  1/4 cup
Q954,2,1/4 to  3/4 cup
Q954,3,More than  3/4 cup
Q955,1,Almost never or never
Q955,2,About  1/4 of the time
Q955,3,About  1/2 of the time
Q955,4,About  3/4 of the time
Q955,5,Almost always or always
Q957,1,1 time in the past month
Q957,2,2-3 times in the past month
Q957,3,1 time per week
Q957,4,2 times per week
Q957,5,3-4 times per week
Q957,6,5-6 times per week
Q957,7,1 time per day
Q957,8,2 or more times per day
Q958,1,Less than  1/4 cup
Q958,2,1/4 to  1/2 cup
Q958,3,More than  1/2 cup
Q959,1,Soups
Q959,2,Chili
Q959,3,"Tacos, tostados, burritos, tamales, fajitas, enchiladas, quesadillas, or chimichangas"
Q959,4,Corn or wheat tortillas
Q961,1,1 time in the past month
Q961,2,2-3 times in the past month
Q961,3,1 time per week
Q961,4,2 times per week
Q961,5,3-4 times per week
Q961,6,5-6 times per week
Q961,7,1 time per day
Q961,8,2 or more times per day
Q962,1,Less than 1 cup
Q962,2,1 to 2 cups
Q962,3,More than 2 cups
Q963,1,Almost never or never
Q963,2,About  1/4 of the time
Q963,3,About  1/2 of the time
Q963,4,About  3/4 of the time
Q963,5,Almost always or always
Q964,1,Almost never or never
Q964,2,About  1/4 of the time
Q964,3,About  1/2 of the time
Q964,4,About  3/4 of the time
Q964,5,Almost always or always
Q965,1,Almost never or never
Q965,2,About  1/4 of the time
Q965,3,About  1/2 of the time
Q965,4,About  3/4 of the time
Q965,5,Almost always or always
Q967,1,1 time in the past month
Q967,2,2-3 times in the past month
Q967,3,1 time per week
Q967,4,2 times per week
Q967,5,3-4 times per week
Q967,6,5-6 times per week
Q967,7,1 time per day
Q967,8,2 or more times per day
Q968,1,Less than  1/2 cup
Q968,2,1/2  to 2 cups
Q968,3,More than 2 cups
Q970,1,1 time in the past month
Q970,2,2-3 times in the past month
Q970,3,1 time per week
Q970,4,2 times per week
Q970,5,3-4 times per week
Q970,6,5-6 times per week
Q970,7,1 time per day
Q970,8,2 or more times per day
Q971,1,Almost never or never
Q971,2,About  1/4 of the time
Q971,3,About  1/2 of the time
Q971,4,About  3/4 of the time
Q971,5,Almost always or always
Q972,1,Almost never or never
Q972,2,About  1/4 of the time
Q972,3,About  1/2 of the time
Q972,4,About  3/4 of the time
Q972,5,Almost always or always
Q973,1,"Fewer than 2 tacos or less than 1 burrito, etc."
Q973,2,"2 to 4 tacos or 1 to 2 burritos, etc."
Q973,3,"More than 4 tacos or more than 2 burritos, etc."
Q975,1,1 time in the past month
Q975,2,2-3 times in the past month
Q975,3,1 time per week
Q975,4,2 times per week
Q975,5,3-4 times per week
Q975,6,5-6 times per week
Q975,7,1 time per day
Q975,8,2 or more times per day
Q976,1,Fewer than 2 small size tortillas or less than 1 large size tortilla
Q976,2,2 to 4 small size tortillas or 1 to 2 large size tortillas
Q976,3,More than 4 small size tortillas or more than 2 large size tortillas
Q977,1,Almost never or never
Q977,2,About  1/4 of the time
Q977,3,About  1/2 of the time
Q977,4,About  3/4 of the time
Q977,5,Almost always or always
Q978,1,"Rice or other cooked grains (such as bulgur, cracked wheat, or millet; NOT including sushi)"
Q978,2,Sushi
Q978,3,"Lasagna, stuffed shells, stuffed manicotti, ravioli, or tortellini (including gluten-free; NOT including spaghetti or other pasta)"
Q978,4,Macaroni and cheese (including gluten-free)
Q978,5,Pasta salad or macaroni salad (including gluten-free)
Q978,6,"Pasta, spaghetti, or other noodles (other than those listed above; including gluten-free)"
Q978,7,Pizza (including gluten-free)
Q980,1,1 time in the past month
Q980,2,2-3 times in the past month
Q980,3,1 time per week
Q980,4,2 times per week
Q980,5,3-4 times per week
Q980,6,5-6 times per week
Q980,7,1 time per day
Q980,8,2 or more times per day
Q981,1,Less than  1/2 cup
Q981,2,1/2  to 1 cup
Q981,3,More than 1 cup
Q982,1,Almost never or never
Q982,2,About  1/4 of the time
Q982,3,About  1/2 of the time
Q982,4,About  3/4 of the time
Q982,5,Almost always or always
Q984,1,1 time in the past month
Q984,2,2-3 times in the past month
Q984,3,1 time per week
Q984,4,2 times per week
Q984,5,3-4 times per week
Q984,6,5-6 times per week
Q984,7,1 time per day
Q984,8,2 or more times per day
Q985,1,Fewer than 5 pieces or less than 1 cup
Q985,2,5 to 8 pieces or 1 to 2 cups
Q985,3,More than 8 pieces or more than 2 cups
Q987,1,1 time in the past month
Q987,2,2-3 times in the past month
Q987,3,1 time per week
Q987,4,2 times per week
Q987,5,3-4 times per week
Q987,6,5-6 times per week
Q987,7,1 time per day
Q987,8,2 or more times per day
Q988,1,Less than 1 cup
Q988,2,1 to 2 cups
Q988,3,More than 2 cups
Q990,1,1 time in the past month
Q990,2,2-3 times in the past month
Q990,3,1 time per week
Q990,4,2 times per week
Q990,5,3-4 times per week
Q990,6,5-6 times per week
Q990,7,1 time per day
Q990,8,2 or more times per day
Q991,1,Less than 1 cup
Q991,2,1 to 2 cups
Q991,3,More than 2 cups
Q993,1,1 time in the past month
Q993,2,2-3 times in the past month
Q993,3,1 time per week
Q993,4,2 times per week
Q993,5,3-4 times per week
Q993,6,5-6 times per week
Q993,7,1 time per day
Q993,8,2 or more times per day
Q994,1,Less than  1/2 cup
Q994,2,1/2 to 1 1/2 cup
Q994,3,More than 1 1/2 cups
Q996,1,1 time in the past month
Q996,2,2-3 times in the past month
Q996,3,1 time per week
Q996,4,2 times per week
Q996,5,3-4 times per week
Q996,6,5-6 times per week
Q996,7,1 time per day
Q996,8,2 or more times per day
Q997,1,Less than 1 cup
Q997,2,1 to 3 cups
Q997,3,More than 3 cups
Q998,1,Almost never or never
Q998,2,About  1/4 of the time
Q998,3,About  1/2 of the time
Q998,4,About  3/4 of the time
Q998,5,Almost always or always
Q999,1,Almost never or never
Q999,2,About  1/4 of the time
Q999,3,About  1/2 of the time
Q999,4,About  3/4 of the time
Q999,5,Almost always or always
Q1000,1,Almost never or never
Q1000,2,About  1/4 of the time
Q1000,3,About  1/2 of the time
Q1000,4,About  3/4 of the time
Q1000,5,Almost always or always
Q1002,1,1 time in the past month
Q1002,2,2-3 times in the past month
Q1002,3,1 time per week
Q1002,4,2 times per week
Q1002,5,3-4 times per week
Q1002,6,5-6 times per week
Q1002,7,1 time per day
Q1002,8,2 or more times per day
Q1003,1,Less than 1 slice or less than 1 mini pizza
Q1003,2,1 to 3 slices or 1 mini pizza
Q1003,3,More than 3 slices or more than 1 mini pizza
Q1004,1,Almost never or never
Q1004,2,About  1/4 of the time
Q1004,3,About  1/2 of the time
Q1004,4,About  3/4 of the time
Q1004,5,Almost always or always
Q1005,1,"Oatmeal, grits, or other cooked cereals"
Q1005,2,Cold cereal (including gluten-free)
Q1005,3,"Pancakes, waffles, or French toast (including gluten-free)"
Q1005,4,Bagels or English muffins (including gluten-free)
Q1005,5,Breads or rolls AS PART OF SANDWICHES (including gluten-free)
Q1005,6,Breads or dinner rolls NOT AS PART OF SANDWICHES (including gluten-free)
Q1005,7,Cornbread or corn muffins
Q1005,8,Biscuits
Q1005,9,"Jam, jelly, or honey (on bagels, muffins, breads, rolls, crackers, etc.)"
Q1005,10,Peanut butter or other nut butter
Q1005,11,Hummus
Q1007,1,1 time in the past month
Q1007,2,2-3 times in the past month
Q1007,3,1 time per week
Q1007,4,2 times per week
Q1007,5,3-4 times per week
Q1007,6,5-6 times per week
Q1007,7,1 time per day
Q1007,8,2 or more times per day
Q1008,1,Less than  3/4 cup
Q1008,2,3/4 to 1 1/4 cups
Q1008,3,More than 1 1/4 cups
Q1010,1,1 time in the past month
Q1010,2,2-3 times in the past month
Q1010,3,1 time per week
Q1010,4,2 times per week
Q1010,5,3-4 times per week
Q1010,6,5-6 times per week
Q1010,7,1 time per day
Q1010,8,2 or more times per day
Q1011,1,Less than 1 cup
Q1011,2,1 to 2 cups
Q1011,3,More than 2 cups
Q1012,1,Almost never or never
Q1012,2,About  1/4 of the time
Q1012,3,About  1/2 of the time
Q1012,4,About  3/4 of the time
Q1012,5,Almost always or always
Q1013,1,Almost never or never
Q1013,2,About  1/4 of the time
Q1013,3,About  1/2 of the time
Q1013,4,About  3/4 of the time
Q1013,5,Almost always or always
Q1014,1,Almost never or never
Q1014,2,About  1/4 of the time
Q1014,3,About  1/2 of the time
Q1014,4,About  3/4 of the time
Q1014,5,Almost always or always
Q1015,1,Almost never or never
Q1015,2,About  1/4 of the time
Q1015,3,About  1/2 of the time
Q1015,4,About  3/4 of the time
Q1015,5,Almost always or always
Q1016,1,Yes
Q1016,2,No
Q1017,1,Whole milk
Q1017,2,2% fat milk
Q1017,3,1% fat milk
Q1017,4,"Skim, nonfat, or  1/2% fat milk"
Q1017,5,Soy milk
Q1017,6,Rice milk
Q1017,7,Almond milk
Q1017,8,Coconut milk
Q1017,9,Condensed or evaporated milk
Q1017,10,Other
Q1018,1,Less than  1/2 cup (4 ounces)
Q1018,2,1/2 to 1 cups (4 to 8 ounces)
Q1018,3,More than 1 cups (8 ounces)
Q1020,1,1 time in the past month
Q1020,2,2-3 times in the past month
Q1020,3,1 time per week
Q1020,4,2 times per week
Q1020,5,3-4 times per week
Q1020,6,5-6 times per week
Q1020,7,1 time per day
Q1020,8,2 or more times per day
Q1021,1,Less than 1 medium piece
Q1021,2,1 to 3 medium pieces
Q1021,3,More than 3 medium pieces
Q1022,1,Almost never or never
Q1022,2,About  1/4 of the time
Q1022,3,About  1/2 of the time
Q1022,4,About  3/4 of the time
Q1022,5,Almost always or always
Q1023,1,Almost never or never
Q1023,2,About  1/4 of the time
Q1023,3,About  1/2 of the time
Q1023,4,About  3/4 of the time
Q1023,5,Almost always or always
Q1024,1,Less than 1 teaspoon
Q1024,2,1 to 3 teaspoons
Q1024,3,More than 3 teaspoons
Q1025,1,Almost never or never
Q1025,2,About  1/4 of the time
Q1025,3,About  1/2 of the time
Q1025,4,About  3/4 of the time
Q1025,5,Almost always or always
Q1026,1,Less than 1 tablespoon
Q1026,2,1 to 5 tablespoons
Q1026,3,More than 5 tablespoons
Q1027,1,Almost never or never
Q1027,2,About  1/4 of the time
Q1027,3,About  1/2 of the time
Q1027,4,About  3/4 of the time
Q1027,5,Almost always or always
Q1029,1,1 time in the past month
Q1029,2,2-3 times in the past month
Q1029,3,1 time per week
Q1029,4,2 times per week
Q1029,5,3-4 times per week
Q1029,6,5-6 times per week
Q1029,7,1 time per day
Q1029,8,2 or more times per day
Q1030,1,Less than 1 bagel or English muffin
Q1030,2,1 to 2 bagels or English muffins
Q1030,3,More than 2 bagels or English muffins
Q1031,1,Almost never or never
Q1031,2,About  1/4 of the time
Q1031,3,About  1/2 of the time
Q1031,4,About  3/4 of the time
Q1031,5,Almost always or always
Q1032,1,Almost never or never
Q1032,2,About  1/4 of the time
Q1032,3,About  1/2 of the time
Q1032,4,About  3/4 of the time
Q1032,5,Almost always or always
Q1033,1,Almost never or never
Q1033,2,About  1/4 of the time
Q1033,3,About  1/2 of the time
Q1033,4,About  3/4 of the time
Q1033,5,Almost always or always
Q1034,1,Less than 1 tablespoon
Q1034,2,1 to 2 tablespoons
Q1034,3,More than 2 tablespoons
Q1035,1,Almost never or never
Q1035,2,About  1/4 of the time
Q1035,3,About  1/2 of the time
Q1035,4,About  3/4 of the time
Q1035,5,Almost always or always
Q1036,1,Less than 1 tablespoon
Q1036,2,1 to 2 tablespoons
Q1036,3,More than 2 tablespoons
Q1038,1,1 time in the past month
Q1038,2,2-3 times in the past month
Q1038,3,1 time per week
Q1038,4,2 times per week
Q1038,5,3-4 times per week
Q1038,6,5-6 times per week
Q1038,7,1 time per day
Q1038,8,2 or more times per day
Q1039,1,Less than 1 slice or  1/2 roll
Q1039,2,1 to 2 slices or  1/2 to 1 roll
Q1039,3,More than 2 slices or more than 1 roll
Q1040,1,Almost never or never
Q1040,2,About  1/4 of the time
Q1040,3,About  1/2 of the time
Q1040,4,About  3/4 of the time
Q1040,5,Almost always or always
Q1041,1,Almost never or never
Q1041,2,About  1/4 of the time
Q1041,3,About  1/2 of the time
Q1041,4,About  3/4 of the time
Q1041,5,Almost always or always
Q1042,1,Less than 1 teaspoon
Q1042,2,1 to 3 teaspoons
Q1042,3,More than 3 teaspoons
Q1043,1,Almost never or never
Q1043,2,About  1/4 of the time
Q1043,3,About  1/2 of the time
Q1043,4,About  3/4 of the time
Q1043,5,Almost always or always
Q1044,1,Almost never or never
Q1044,2,About  1/4 of the time
Q1044,3,About  1/2 of the time
Q1044,4,About  3/4 of the time
Q1044,5,Almost always or always
Q1045,1,Less than 1 teaspoon
Q1045,2,1 to 2 teaspoons
Q1045,3,More than 2 teaspoons
Q1047,1,1 time in the past month
Q1047,2,2-3 times in the past month
Q1047,3,1 time per week
Q1047,4,2 times per week
Q1047,5,3-4 times per week
Q1047,6,5-6 times per week
Q1047,7,1 time per day
Q1047,8,2 or more times per day
Q1048,1,Less than 1 slice or  1/2 roll
Q1048,2,1 to 2 slices or  1/2 to 1 roll
Q1048,3,More than 2 slices or more than 1 roll
Q1049,1,Almost never or never
Q1049,2,About  1/4 of the time
Q1049,3,About  1/2 of the time
Q1049,4,About  3/4 of the time
Q1049,5,Almost always or always
Q1050,1,Almost never or never
Q1050,2,About  1/4 of the time
Q1050,3,About  1/2 of the time
Q1050,4,About  3/4 of the time
Q1050,5,Almost always or always
Q1051,1,Almost never or never
Q1051,2,About  1/4 of the time
Q1051,3,About  1/2 of the time
Q1051,4,About  3/4 of the time
Q1051,5,Almost always or always
Q1052,1,Less than 1 teaspoon
Q1052,2,1 to 2 teaspoons
Q1052,3,More than 2 teaspoons
Q1053,1,Almost never or never
Q1053,2,About  1/4 of the time
Q1053,3,About  1/2 of the time
Q1053,4,About  3/4 of the time
Q1053,5,Almost always or always
Q1054,1,Less than 1 tablespoon
Q1054,2,1 to 2 tablespoons
Q1054,3,More than 2 tablespoons
Q1056,1,1 time in the past month
Q1056,2,2-3 times in the past month
Q1056,3,1 time per week
Q1056,4,2 times per week
Q1056,5,3-4 times per week
Q1056,6,5-6 times per week
Q1056,7,1 time per day
Q1056,8,2 or more times per day
Q1057,1,Less than 1 piece or muffin
Q1057,2,1 to 2 pieces or muffins
Q1057,3,More than 2 pieces or muffins
Q1059,1,1 time in the past month
Q1059,2,2-3 times in the past month
Q1059,3,1 time per week
Q1059,4,2 times per week
Q1059,5,3-4 times per week
Q1059,6,5-6 times per week
Q1059,7,1 time per day
Q1059,8,2 or more times per day
Q1060,1,Less than 1 biscuit
Q1060,2,1 to 2 biscuits
Q1060,3,More than 2 biscuits
Q1062,1,1 time in the past month
Q1062,2,2-3 times in the past month
Q1062,3,1 time per week
Q1062,4,2 times per week
Q1062,5,3-4 times per week
Q1062,6,5-6 times per week
Q1062,7,1 time per day
Q1062,8,2 or more times per day
Q1063,1,Less than 1 teaspoon
Q1063,2,1 to 4 teaspoons
Q1063,3,More than 4 teaspoons
Q1065,1,1 time in the past month
Q1065,2,2-3 times in the past month
Q1065,3,1 time per week
Q1065,4,2 times per week
Q1065,5,3-4 times per week
Q1065,6,5-6 times per week
Q1065,7,1 time per day
Q1065,8,2 or more times per day
Q1066,1,Less than 1 tablespoon
Q1066,2,1 to 2 tablespoons
Q1066,3,More than 2 tablespoons
Q1068,1,1 time in the past month
Q1068,2,2-3 times in the past month
Q1068,3,1 time per week
Q1068,4,2 times per week
Q1068,5,3-4 times per week
Q1068,6,5-6 times per week
Q1068,7,1 time per day
Q1068,8,2 or more times per day
Q1069,1,Less than 1/8 cup
Q1069,2,1/8 to  1/2 cup
Q1069,3,More than  1/2 cup
Q1070,1,Roast beef or steak IN SANDWICHES
Q1070,2,Luncheon or deli-style ham (NOT including other ham)
Q1070,3,"Turkey or chicken COLD CUTS (such as loaf, luncheon meat, turkey ham, turkey salami, or turkey pastrami; NOT including other turkey or chicken)"
Q1070,4,Bologna
Q1070,5,"Other cold cuts or luncheon meats (such as salami, corned beef, pastrami, etc.; NOT including ham, turkey, or chicken, bologna cold cuts)"
Q1070,6,Hot dogs or frankfurters (NOT including sausage or vegetarian hot dogs)
Q1072,1,1 time in the past month
Q1072,2,2-3 times in the past month
Q1072,3,1 time per week
Q1072,4,2 times per week
Q1072,5,3-4 times per week
Q1072,6,5-6 times per week
Q1072,7,1 time per day
Q1072,8,2 or more times per day
Q1073,1,Less than 1 slice or less than 2 ounces
Q1073,2,1 to 2 slices or 2 to 4 ounces
Q1073,3,More than 2 slices or more than 4 ounces
Q1075,1,1 time in the past month
Q1075,2,2-3 times in the past month
Q1075,3,1 time per week
Q1075,4,2 times per week
Q1075,5,3-4 times per week
Q1075,6,5-6 times per week
Q1075,7,1 time per day
Q1075,8,2 or more times per day
Q1076,1,Less than 1 slice
Q1076,2,1 to 3 slices
Q1076,3,More than 3 slices
Q1078,1,1 time in the past month
Q1078,2,2-3 times in the past month
Q1078,3,1 time per week
Q1078,4,2 times per week
Q1078,5,3-4 times per week
Q1078,6,5-6 times per week
Q1078,7,1 time per day
Q1078,8,2 or more times per day
Q1079,1,Less than 2 slices
Q1079,2,2 to 4 slices
Q1079,3,More than 4 slices
Q1081,1,1 time in the past month
Q1081,2,2-3 times in the past month
Q1081,3,1 time per week
Q1081,4,2 times per week
Q1081,5,3-4 times per week
Q1081,6,5-6 times per week
Q1081,7,1 time per day
Q1081,8,2 or more times per day
Q1082,1,Less than 1 slice
Q1082,2,1 to 2 slices
Q1082,3,More than 2 slices
Q1084,1,1 time in the past month
Q1084,2,2-3 times in the past month
Q1084,3,1 time per week
Q1084,4,2 times per week
Q1084,5,3-4 times per week
Q1084,6,5-6 times per week
Q1084,7,1 time per day
Q1084,8,2 or more times per day
Q1085,1,Less than 1 slice
Q1085,2,1 to 3 slices
Q1085,3,More than 3 slices
Q1087,1,1 time in the past month
Q1087,2,2-3 times in the past month
Q1087,3,1 time per week
Q1087,4,2 times per week
Q1087,5,3-4 times per week
Q1087,6,5-6 times per week
Q1087,7,1 time per day
Q1087,8,2 or more times per day
Q1088,1,Less than 1 hot dog
Q1088,2,1 to 2 hot dogs
Q1088,3,More than 2 hot dogs
Q1089,1,Almost never or never
Q1089,2,About  1/4 of the time
Q1089,3,About  1/2 of the time
Q1089,4,About  3/4 of the time
Q1089,5,Almost always or always
Q1090,1,Almost never or never
Q1090,2,About  1/4 of the time
Q1090,3,About  1/2 of the time
Q1090,4,About  3/4 of the time
Q1090,5,Almost always or always
Q1091,1,GROUND chicken or turkey
Q1091,2,"Baked, broiled, roasted, stewed, grilled, pan-fried, or fried chicken (including chicken nuggets; NOT including chicken in mixtures)"
Q1091,3,"Chicken in mixed dishes (such as salads, sandwiches, casseroles, stews, or other mixtures)"
Q1091,4,Turkey including in mixed dishes (NOT including ground turkey)
Q1091,5,Beef hamburgers or cheeseburgers from a FAST FOOD RESTAURANT
Q1091,6,Beef hamburgers or cheeseburgers NOT from a FAST FOOD RESTAURANT
Q1091,7,"Ground beef in mixtures (such as meatballs, casseroles, chili, or meatloaf)"
Q1091,8,"Beef mixtures (such as beef stew, beef pot pie, beef and noodles, or beef and vegetables)"
Q1091,9,Roast beef or pot roast (NOT including roast beef or pot roast in sandwiches)
Q1091,10,Beef steak (NOT including steak in sandwiches)
Q1091,11,Pork or beef spareribs
Q1091,12,Baked ham or ham steak
Q1091,13,"Pork (including chops, roasts, and in mixed dishes; NOT including ham, ham steak, or sausage)"
Q1091,14,"Gravy on meat, chicken, potatoes, rice, etc."
Q1091,15,Liver (all kinds) or liverwurst
Q1091,16,Bacon (all kinds)
Q1091,17,Sausage (all kinds)
Q1091,18,Canned tuna or tuna salad (including in sandwiches or casseroles; NOT including fresh tuna)
Q1091,19,"Fresh tuna, trout, anchovy, mackerel, herring, or sardine"
Q1091,20,Salmon
Q1091,21,"Fried shellfish (such as crab, lobster, shrimp, or clams)"
Q1091,22,"Shellfish (such as crab, lobster, or shrimp) that was NOT FRIED"
Q1091,23,Fish sticks or other fried fish (NOT including shellfish)
Q1091,24,Other fish that was NOT FRIED (NOT including shellfish)
Q1093,1,1 time in the past month
Q1093,2,2-3 times in the past month
Q1093,3,1 time per week
Q1093,4,2 times per week
Q1093,5,3-4 times per week
Q1093,6,5-6 times per week
Q1093,7,1 time per day
Q1093,8,2 or more times per day
Q1094,1,Less than 2 ounces or less than  1/2 cup
Q1094,2,2 to 5 ounces or  1/2 to 1 cup
Q1094,3,More than 5 ounces or more than 1 cup
Q1096,1,1 time in the past month
Q1096,2,2-3 times in the past month
Q1096,3,1 time per week
Q1096,4,2 times per week
Q1096,5,3-4 times per week
Q1096,6,5-6 times per week
Q1096,7,1 time per day
Q1096,8,2 or more times per day
Q1097,1,"Less than 2 drumsticks or wings, less than 1 breast or thigh, or less than 4 nuggets"
Q1097,2,"2 drumsticks or wings, 1 breast or thigh, or 4 to 8 nuggets"
Q1097,3,"More than 2 drumsticks or wings, more than 1 breast or thigh, or more than 8 nuggets"
Q1098,1,Almost never or never
Q1098,2,About  1/4 of the time
Q1098,3,About  1/2 of the time
Q1098,4,About  3/4 of the time
Q1098,5,Almost always or always
Q1099,1,Almost never or never
Q1099,2,About  1/4 of the time
Q1099,3,About  1/2 of the time
Q1099,4,About  3/4 of the time
Q1099,5,Almost always or always
Q1100,1,Almost never or never
Q1100,2,About  1/4 of the time
Q1100,3,About  1/2 of the time
Q1100,4,About  3/4 of the time
Q1100,5,Almost always or always
Q1101,1,Almost never or never
Q1101,2,About  1/4 of the time
Q1101,3,About  1/2 of the time
Q1101,4,About  3/4 of the time
Q1101,5,Almost always or always
Q1102,1,Just until done
Q1102,2,Well-done
Q1102,3,Very well-done
Q1102,4,Don't know
Q1103,1,Almost never or never
Q1103,2,About  1/4 of the time
